,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
251041,155183.0,-0.889117192790572,1.3339818033636,0.400456104235296,3.56081349232413,2.35203301307153,5.54353032928307,-0.61440087195244,1.68413477779322,-1.81371396461375,0.961746140771829,-1.0383038903328,-0.429312408276187,-0.214477894964639,0.132317164215448,-0.405054057356881,-0.789147110407786,0.828744396794201,-0.085759553053602,1.53215280562817,0.129025608524901,0.13536737676128,0.451028204526387,-0.337755414958468,0.748518075681576,0.587223685938063,0.724059728342385,-0.110985081634169,-0.0007206970387526,21.68,0
181808,125132.0,2.09022661747553,-0.144312266473431,-1.50123679487588,0.0496517225243366,0.430658704048553,-0.271654028368715,0.0566185539164491,-0.114683897765291,0.368124225532512,0.244917520991404,-0.0229757301514158,0.726733062182857,0.0862742030385732,0.424283866284399,-0.572008711801039,0.410584896692903,-0.92681835533673,-0.0110127565773365,0.842596640125089,-0.178133183214592,-0.307929682614016,-0.793818209990603,0.192820593398941,-1.10022730537709,-0.188082339786027,0.245470444273552,-0.0770181483132939,-0.0807812365352725,4.49,0
237997,149484.0,1.89779025271621,-0.477465508918694,-1.62142226165444,-0.420946180124263,-0.381040125202239,-1.51562145914817,0.0729157674649889,-0.342697692271571,1.22628655101875,-0.902166066092496,-0.373689034386424,0.12544318400037,-0.281362793670659,-1.00350212391036,0.685575726638983,0.135452307434401,0.748113187555251,0.146601134031075,0.188100528826506,0.0178162650798044,-0.0062588180766462,-0.0174337680220094,0.0751875284346421,0.0072997950309163,-0.200814175516574,0.636701985346275,-0.0741214596825207,-0.0222429500884504,98.0,0
28018,34812.0,1.23354998493319,-0.135024819681439,0.33337128803661,0.0155263182288967,-0.680086685408272,-0.791141233521638,-0.231782691098791,-0.0084684852487109,0.172175191116124,0.0852303125779552,1.16427447247785,0.118903192138208,-1.3356743173046,0.664566638249845,0.494303853407826,0.501796864215262,-0.484984074371985,0.340696227136614,0.222215962738526,-0.130893868050133,0.102406845945773,0.227302471146134,-0.0741513658779891,0.392668103049611,0.325878455818765,1.10087408312813,-0.0955235537500783,-0.0104771984121124,11.52,0
26365,34025.0,0.904099148749038,-0.705500738522685,1.10198348527088,0.149911584368552,-0.583787546193779,1.48558881710191,-0.90439745091726,0.611486026144218,1.1375142508485,-0.671657626490047,0.481608343669261,1.13704919560956,-0.0026187460602494,-0.433003231657285,0.753146881485421,-1.48161922907378,1.46029147911071,-2.69735988823961,-1.22529122837374,-0.112487566584756,-0.0604948943466229,0.128394507856486,0.201931220873467,-0.542800701944776,-0.235511163771336,1.04464232331258,0.0295057816692337,0.0120975310218707,59.15,0
282108,170661.0,0.61900732305286,0.905916774135102,-1.87575593163916,-0.523790879611247,1.43536857581924,-0.773738094565153,0.826559593906404,-1.22689603031595,-0.0827163145647341,0.0014927851376689,-1.39306777176572,-0.157773080162544,0.13946847036718,0.619177466112317,0.450205353046663,-0.620592405953521,-0.357277873601792,-0.0966270933043517,0.852102525977311,-0.317148220556874,0.943007229155592,0.312727604741108,-0.185048340141831,0.081833757471942,-0.0856122928969024,0.23317622070088,-0.169738487617095,-0.124999267174518,4.16,0
108136,70780.0,1.25564137491212,0.32769393537623,0.298430173504053,0.697195175226107,-0.404280862008693,-1.08189936725958,0.0625371278470793,-0.183395222380029,0.0871260853709868,-0.272155904277378,-0.127509942488437,0.0430310239361874,-0.135125840932336,-0.215597781689201,1.13357109955648,0.495434908165103,0.0154342744309161,-0.254916048129999,-0.196101886937678,-0.103499196614457,-0.291626668874279,-0.859556551920239,0.13353805478359,0.335494785200209,0.203784109152449,0.0955920882387845,-0.0254695275062641,0.0300831264974462,1.98,0
173082,121351.0,0.3980338006146,-0.306970603663808,-0.637723343069969,-0.016424607526612,-0.0059466169062232,-0.385638605865762,-0.150372049457161,-0.330838762190349,-0.928469987700553,1.42647243800912,-0.632830568955047,-0.678061420137326,0.653563817213496,-0.262619459726368,0.985650217314806,-0.264160116793372,1.14291043090574,-1.51067289477875,3.39279451009237,-0.0110082191868337,0.0039480313823187,0.368254602753509,0.744801970126328,0.62407996275059,-1.32248381134739,-0.194144231630104,-0.0944015875068587,0.0115734177803149,14.95,0
184827,126408.0,-0.650921413245048,0.639641213677537,0.998864494075225,-1.07801210375969,1.6382359939943,1.80641865163252,0.302354519417431,0.536562665573232,-0.0728687564923503,-0.956284491498684,1.32092002535132,0.540800993466272,0.296129668537355,-1.47064699649865,0.535479089662862,0.222356742116218,0.565964684165516,-0.494362878869131,-0.828284023694241,0.200453667180914,-0.353519607524409,-0.72025764923161,-0.167679440418681,-1.0596422954239,0.190048142215029,0.323081370960592,0.0412957027637646,-0.208904859250878,5.9,0
171331,120593.0,-1.63114001173999,-0.637569242035973,-0.988070525863995,-0.890765571242203,3.62636622244573,0.380064323880865,1.487807105407,-0.215816295148447,-0.925549817258501,-0.406425025230134,0.968560101938001,0.911386643791533,0.543689332775762,0.637499820796935,-0.321723582555577,-1.59360520228249,-0.0367637572717936,-1.07434016721587,-0.478361821128479,-0.0291440711922288,0.408015402974655,1.43680079262735,-0.558838654480776,-0.819233722614794,0.868654711312284,0.168392836761677,-0.161448338034073,-0.0356178844862237,136.13,0
6063,6876.0,-0.852108656694375,2.2499159649646,-0.215044120303262,0.793218867726761,1.3963395231417,-1.3398248298166,1.07387669273591,-1.00086780805336,0.446597346535152,-2.5455192725099,1.85986559463781,-3.55421642977637,0.294116661408066,-1.80681423500189,0.0332996100551415,0.797938338993135,3.73085714804328,1.28653361291739,-2.01011899772315,-0.364675390916351,0.530093064765367,-0.681329576748055,-0.247461575427242,-0.0354163361486806,0.260052897326201,-0.467363644674812,0.137139332568584,0.188865722644197,2.69,0
244477,152372.0,2.03208383216917,-0.0380460914817245,-1.43424308172926,0.134510461662068,0.332904298127928,-0.546143236144842,0.107449983308368,-0.159241712787213,0.267286678395995,0.15803063317316,1.12042561945904,1.16237213526554,0.349355878148782,0.605680025537524,0.0907720982452246,-0.0755406225260131,-0.732592982800717,0.325476547084628,-0.0141230748366125,-0.189529171343283,0.302279757558727,0.989175439234227,0.0294819487134654,0.750390223717602,0.250701393294796,-0.159923385039235,-0.0227495614014498,-0.0614033262785335,1.0,0
